Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"NLP in Action: Case Studies from Healthcare, Finance, and Industry",Transformative Natural Language Processing,,,,10.1007/978-3-031-88988-2_8,ShwetaHifzan Ahmad,2025,https://link.springer.com/chapter/10.1007/978-3-031-88988-2_8,Chapter
Generative Artificial Intelligence (GAI) for&#xa0;Research and&#xa0;Creative Activities,System Analysis and Data Mining,,,,10.1007/978-3-031-97529-5_15,Anatolii Petrenko,2026,https://link.springer.com/chapter/10.1007/978-3-031-97529-5_15,Chapter
Privacy-Preserving Speech Recognition System—A Conceptual Model,Proceedings of International Conference on Intelligent Vision and Computing (ICIVC 2023),,,,10.1007/978-3-031-71391-0_9,Mohammad Adib AslamRaunak ChoudharyKrishnan RamanathanT. N. Nisha,2024,https://link.springer.com/chapter/10.1007/978-3-031-71391-0_9,Conference paper
Knowledge Leaks in Data-Driven Business Models? Exploring Different Types of Knowledge Risks and Protection Measures,Schmalenbach Journal of Business Research,,,,10.1007/s41471-024-00189-z,Michael FruhwirthViktoria Pammer-SchindlerStefan Thalmann,2024,https://link.springer.com/article/10.1007/s41471-024-00189-z,Article
Evasion Attempt for&#xa0;the&#xa0;Malicious PowerShell Detector Considering Feature Weights,Information and Communications Security,,,,10.1007/978-981-97-8798-2_4,Kou SugiuraMamoru Mimura,2025,https://link.springer.com/chapter/10.1007/978-981-97-8798-2_4,Conference paper
The Business Case for Generative AI,Understanding Generative AI Business Applications,,,,10.1007/979-8-8688-0282-9_3,Irena Cronin,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0282-9_3,Chapter
A Model Driven Approach for Cyber Security Scenarios Deployment,Computer Security,,,,10.1007/978-3-030-42051-2_8,Chiara BraghinStelvio CimatoErnesto DamianiFulvio FratiLara MauriElvinia Riccobene,2020,https://link.springer.com/chapter/10.1007/978-3-030-42051-2_8,Conference paper
MAGIX: A Unified Framework for the Use of XAI in Enterprises,Enterprise AI,,,,10.1007/978-3-032-01940-0_6,Francesco SovranoTim Miller,2025,https://link.springer.com/chapter/10.1007/978-3-032-01940-0_6,Chapter
AI safety and regulatory capture,AI & SOCIETY,,,,10.1007/s00146-025-02534-0,Thomas Metcalf,2025,https://link.springer.com/article/10.1007/s00146-025-02534-0,Article
Enhanced drug-drug interaction extraction from biomedical text using deep learning-based sentence representations,Scientific Reports,,,,10.1038/s41598-025-21782-0,Muhammad Talha TahirMuhammad IbrahimNadeem SarwarAsma IrshadGhada Atteia,2025,https://link.springer.com/article/10.1038/s41598-025-21782-0,Article
Creating a Protected Virtual Learning Space: A Comprehensive Strategy for Security and User Experience in Online Education,Cognitive Computing and Cyber Physical Systems,,,,10.1007/978-3-031-48888-7_30,Mohan Sai Dinesh BoddapatiSri Aravind DesamsettiKarunasri AdinaPadma Jyothi UppalapatiP T Satyanarayana MurtyRajaRao P. B. V,2024,https://link.springer.com/chapter/10.1007/978-3-031-48888-7_30,Conference paper
An Efficient Fake News Identification System Using A-SQUARE CNN Algorithm,Wireless Personal Communications,,,,10.1007/s11277-022-09646-6,Pooja MalhotraSanjay Kumar Malik,2022,https://link.springer.com/article/10.1007/s11277-022-09646-6,Article
Anomaly Detection of Unstructured Logs Generated from Complex Micro-service Based Architecture Using One-Class SVM,Proceedings of the 6th International Conference on Advance Computing and Intelligent Engineering,,,,10.1007/978-981-19-2225-1_10,Anukampa BeheraChhabi Rani PanigrahiSitesh BeheraBibudhendu Pati,2023,https://link.springer.com/chapter/10.1007/978-981-19-2225-1_10,Conference paper
Safeguarding human values: rethinking US law for generative AI’s societal impacts,AI and Ethics,,,,10.1007/s43681-024-00451-4,Inyoung CheongAylin CaliskanTadayoshi Kohno,2024,https://link.springer.com/article/10.1007/s43681-024-00451-4,Article
Medical Data Privacy and Security in the AI Age,Ethics and Medical Technology,,,,10.1007/978-3-031-94690-5_14,Sharona Hoffman,2025,https://link.springer.com/chapter/10.1007/978-3-031-94690-5_14,Chapter
From online hate speech to offline hate crime: the role of inflammatory language in forecasting violence against migrant and LGBT communities,Humanities and Social Sciences Communications,,,,10.1057/s41599-024-03899-1,Carlos Arcila CalderónPatricia Sánchez HolgadoJesús GómezMarcos BarbosaHaodong QiAlberto MatillaPilar AmadoAlejandro GuzmánDaniel López-MatíasTomás Fernández-Villazala,2024,https://link.springer.com/article/10.1057/s41599-024-03899-1,Article
Towards the application of machine learning in digital twin technology: a multi-scale review,Discover Applied Sciences,,,,10.1007/s42452-024-06206-4,Luigi NeleGiulio MatteraEmily W. YapMario VozzaSilvestro Vespoli,2024,https://link.springer.com/article/10.1007/s42452-024-06206-4,Article
From Algorithms to Connectivity: A Comprehensive Review of Traffic Signal Optimization and Communication Based Cooperative Control,Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10455-w,Viral PatelNilesh Maltare,2025,https://link.springer.com/article/10.1007/s11831-025-10455-w,Article
Prompt-Based Fine-Tuning of&#xa0;Bangla Language Models for&#xa0;Sequence Classification,Proceeding of the 2nd International Conference on Machine Intelligence and Emerging Technologies,,,,10.1007/978-981-96-2721-9_27,Asif MahmudMd Shariar HossainMd Rasel MeyaDidarul Islam DidarHasibul IslamPuja DharPoly Akter,2025,https://link.springer.com/chapter/10.1007/978-981-96-2721-9_27,Conference paper
Artificial intelligence in forensic psychiatry: admissibility and relevance before courts,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-023-02111-y,Reema BhattacharyaAqueeda Khan,2023,https://link.springer.com/article/10.1007/s13198-023-02111-y,Article
"AI Strategy, Leadership, Talent and Workforce, and Transformation",AI Leadership for Corporate Boards,,,,10.1007/978-3-032-04087-9_3,Stanislav Shekshnia,2025,https://link.springer.com/chapter/10.1007/978-3-032-04087-9_3,Chapter
A Critical Study on LSTM and Transformer Models for Financial Analysis and Forecasting,Machine Learning Technologies on Energy Economics and Finance,,,,10.1007/978-3-031-95099-5_9,Surindernath SivakumarDhairya KatkoriyaMalhar ShahTanmayi MaddaliN Prabakaran,2025,https://link.springer.com/chapter/10.1007/978-3-031-95099-5_9,Chapter
Advancements and challenges in the development of generative adversarial network (GANs) for deep learning,Discover Networks,,,,10.1007/s44354-025-00007-w,Kashif IqbalAtifa RafiqueSara QaisarMujahid Tabassum,2025,https://link.springer.com/article/10.1007/s44354-025-00007-w,Article
"A Study of&#xa0;Malicious Source Code Reuse Among GitHub, StackOverflow and&#xa0;Underground Forums",Computer Security – ESORICS 2024,,,,10.1007/978-3-031-70896-1_3,Michal Tereszkowski-KaminskiSantanu Kumar DashGuillermo Suarez-Tangil,2024,https://link.springer.com/chapter/10.1007/978-3-031-70896-1_3,Conference paper
From the Evolution of Public Data Ecosystems to the Evolving Horizons of the Forward-Looking Intelligent Public Data Ecosystem Empowered by Emerging Technologies,Electronic Government,,,,10.1007/978-3-031-70274-7_25,Anastasija NikiforovaMartin LnenickaPetar MilićMariusz LuterekManuel Pedro Rodríguez Bolívar,2024,https://link.springer.com/chapter/10.1007/978-3-031-70274-7_25,Conference paper
Digital Psychology: Introducing a Conceptual Impact Model and the Future of Work,Trends in Psychology,,,,10.1007/s43076-024-00408-w,Yoshija Walter,2024,https://link.springer.com/article/10.1007/s43076-024-00408-w,Article
Revolutionizing the future: unleashing the potential of generative AI ChatGPT in disaster management,Environmental Science and Pollution Research,,,,10.1007/s11356-025-36566-2,Sheikh Kamran AbidNoralfishah Sulaiman,2025,https://link.springer.com/article/10.1007/s11356-025-36566-2,Article
Recent Advances in CNC Technology: Toward Autonomous and Sustainable Manufacturing,International Journal of Precision Engineering and Manufacturing,,,,10.1007/s12541-025-01334-2,Jong-Min LimWontaek SongJoon-Soo LeeJi-Myeong ParkHee-Min ShinIn-Wook OhSoon-Hong HwangSeungmin JeongSangwon  KangChan-Young  LeeByung-Kwon  Min,2025,https://link.springer.com/article/10.1007/s12541-025-01334-2,Article
Unravelling the Impact of Generative Artificial Intelligence (GAI) in Industrial Applications: A Review of Scientific and Grey Literature,Global Journal of Flexible Systems Management,,,,10.1007/s40171-023-00356-x,Arpan Kumar KarP. S. VarshaShivakami Rajan,2023,https://link.springer.com/article/10.1007/s40171-023-00356-x,Article
From data to insights: the application and challenges of knowledge graphs in intelligent audit,Journal of Cloud Computing,,,,10.1186/s13677-024-00674-0,Hao ZhongDong YangShengdong ShiLai WeiYanyan Wang,2024,https://link.springer.com/article/10.1186/s13677-024-00674-0,Article
Synergistic Fusion: Vision-Language Models in Advancing Autonomous Driving and Intelligent Transportation Systems,"Building Embodied AI Systems: The Agents, the Architecture Principles, Challenges, and Application Domains",,,,10.1007/978-3-031-68256-8_9,Abha Kiran RajpootGaurav Agrawal,2024,https://link.springer.com/chapter/10.1007/978-3-031-68256-8_9,Chapter
Automated system-level testing of unmanned aerial systems,Automated Software Engineering,,,,10.1007/s10515-024-00462-9,Hassan SartajAsmar MuqeetMuhammad Zohaib IqbalMuhammad Uzair Khan,2024,https://link.springer.com/article/10.1007/s10515-024-00462-9,Article
AI Ethics,Building Responsible AI Algorithms,,,,10.1007/978-1-4842-9306-5_10,Toju Duke,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9306-5_10,Chapter
A Graph Language Modeling Framework for&#xa0;the&#xa0;Ontological Enrichment of&#xa0;Conceptual Models,Advanced Information Systems Engineering,,,,10.1007/978-3-031-61057-8_7,Syed Juned AliDominik Bork,2024,https://link.springer.com/chapter/10.1007/978-3-031-61057-8_7,Conference paper
Advancing Water Quality Monitoring in Lentic Ecosystems: Innovations for Freshwater Protection,Earth Systems and Environment,,,,10.1007/s41748-025-00850-5,Yaneth A. Bustos-TerronesAlberto Quevedo-CastroErick R. BandalaTonni Agustiono KurniawanJuan G. Loaiza,2025,https://link.springer.com/article/10.1007/s41748-025-00850-5,Article
Design Strategies for Integrated Transmission and Distribution Systems: An Expanding Toolkit,Current Sustainable/Renewable Energy Reports,,,,10.1007/s40518-025-00279-4,Leigh Tesfatsion,2025,https://link.springer.com/article/10.1007/s40518-025-00279-4,Article
Road to Transformational Service Experiences,ServiceNow’s Intelligent IT Service Management,,,,10.1007/979-8-8688-1706-9_4,Saaniya Chugh,2025,https://link.springer.com/chapter/10.1007/979-8-8688-1706-9_4,Chapter
Preparing Students for an AI-Driven World: Generative AI and Curriculum Reform in Higher Education,Frontiers of Digital Education,,,,10.1007/s44366-025-0067-6,Ying MaYouxiang SuMingda LiYu ZhangWantong ChaiAmin HuangXiaofei Zhao,2025,https://link.springer.com/article/10.1007/s44366-025-0067-6,Article
Abusive Bangla comments detection on Facebook using transformer-based deep learning models,Social Network Analysis and Mining,,,,10.1007/s13278-021-00852-x,Tanjim Taharat AurpaRifat SadikMd Shoaib Ahmed,2021,https://link.springer.com/article/10.1007/s13278-021-00852-x,Article
Towards ethical evolution: responsible autonomy of artificial intelligence across generations,AI and Ethics,,,,10.1007/s43681-025-00759-9,Vagan TerziyanTimo TiihonenAmit K. ShuklaSvitlana GryshkoMariia GoloviankoOleksandr TerziyanOleksandra Vitko,2025,https://link.springer.com/article/10.1007/s43681-025-00759-9,Article
Ethics and Governance of Large Language Models,Engineering Information Systems with Large Language Models,,,,10.1007/978-3-031-92285-5_10,Gabriele Rendace PrestaAndrea Paolella,2025,https://link.springer.com/chapter/10.1007/978-3-031-92285-5_10,Chapter
When Does Surveillance Trigger Resistance? Public Response to Escalating Digital Control in China,Journal of Chinese Political Science,,,,10.1007/s11366-025-09918-5,Dakeng ChenJing Vivian Zhan,2025,https://link.springer.com/article/10.1007/s11366-025-09918-5,Article
An Integrated Chinese Malicious Webpages Detection Method Based on Pre-trained Language Models and Feature Fusion,Web Information Systems and Applications,,,,10.1007/978-3-031-20309-1_14,Yanting JiangDi Wu,2022,https://link.springer.com/chapter/10.1007/978-3-031-20309-1_14,Conference paper
Impacts of Modern AI and ML Trends,The Cloud Leader’s Handbook,,,,10.1007/978-1-4842-9526-7_9,Ron C. L’Esteve,2023,https://link.springer.com/chapter/10.1007/978-1-4842-9526-7_9,Chapter
Whose Mental Model? Multi-stakeholder Most Advanced Yet Acceptable (MAYA) Visions of Disruptive Autonomous Maritime Technology,Humane Autonomous Technology,,,,10.1007/978-3-031-66528-8_6,Rebekah Rousi,2024,https://link.springer.com/chapter/10.1007/978-3-031-66528-8_6,Chapter
Towards Safe Machine Learning Lifecycles with&#xa0;ESG Model Cards,"Computer Safety, Reliability, and Security. SAFECOMP 2023 Workshops",,,,10.1007/978-3-031-40953-0_31,Thomas BonnierBenjamin Bosch,2023,https://link.springer.com/chapter/10.1007/978-3-031-40953-0_31,Conference paper
"Unlocking the black box: an in-depth review on interpretability, explainability, and reliability in deep learning",Neural Computing and Applications,,,,10.1007/s00521-024-10437-2,Emrullah ŞAHiNNaciye Nur ArslanDurmuş Özdemir,2024,https://link.springer.com/article/10.1007/s00521-024-10437-2,Article
The Horizon for AI in Our Society,Societal Impacts of Artificial Intelligence and Machine Learning,,,,10.1007/978-3-031-53747-9_9,Carlo Lipizzi,2024,https://link.springer.com/chapter/10.1007/978-3-031-53747-9_9,Chapter
Advancing Trustworthy AI: A Comparative Evaluation of AI Robustness Toolboxes,SN Computer Science,,,,10.1007/s42979-025-03785-w,Avinash AgarwalManisha J. Nene,2025,https://link.springer.com/article/10.1007/s42979-025-03785-w,Article
Generative AI Consulting,Brain Rush,,,,10.1007/979-8-8688-0318-5_4,Peter Cohan,2024,https://link.springer.com/chapter/10.1007/979-8-8688-0318-5_4,Chapter
Artificial Intelligence in Medical Affairs: A New Paradigm with Novel Opportunities,Pharmaceutical Medicine,,,,10.1007/s40290-024-00536-9,Emma FrölingNeda RajaeeanKlara Sonnie HinrichsmeyerDina Domrös-ZoungranaJohannes Nico UrbanChristian Lenz,2024,https://link.springer.com/article/10.1007/s40290-024-00536-9,Article
Improving NLP Techniques by&#xa0;Integrating Linguistic Input to Detect Hate Speech in CMC Corpora,Hate Speech in Social Media,,,,10.1007/978-3-031-38248-2_3,Idalete DiasFilipa Pereira,2023,https://link.springer.com/chapter/10.1007/978-3-031-38248-2_3,Chapter
"Artificial Intelligence, Warfare, and the Surveillance/Information State","Artificial Intelligence, Media and International Security",,,,10.1007/978-3-031-95757-4_1,Shannon A. Bowen,2025,https://link.springer.com/chapter/10.1007/978-3-031-95757-4_1,Chapter
A Complex-Based Rethinking of&#xa0;Communications,The Power of Complex Systems,,,,10.1007/978-3-032-04243-9_3,Marialisa Scatà,2025,https://link.springer.com/chapter/10.1007/978-3-032-04243-9_3,Chapter
Vulnerability Classification Based on Fine-Tuned BERT and Deep Neural Network Approaches,Intelligent Systems and Sustainable Computing,,,,10.1007/978-981-99-4717-1_24,Mounesh MaraliKulanthaivel Balakrishnan,2023,https://link.springer.com/chapter/10.1007/978-981-99-4717-1_24,Conference paper
Enhancing anti-money laundering via Fourier-based contrastive learning,International Journal of Data Science and Analytics,,,,10.1007/s41060-025-00837-5,Meihan TongShuai Wang,2025,https://link.springer.com/article/10.1007/s41060-025-00837-5,Article
The necessity of AI audit standards boards,AI & SOCIETY,,,,10.1007/s00146-025-02320-y,David ManheimSammy MartinMark BaileyMikhail SaminRoss Greutzmacher,2025,https://link.springer.com/article/10.1007/s00146-025-02320-y,Article
